public_product_id,marketplace,brand_group,category_group,metric,metric_label,previous_value,current_value,abs_variance,pct_variance,contribution_share_pct,movement
P1041,JioMart,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,9.7,9.7,,0.2,Deterioration
P1041,Meesho,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,32.4,32.4,,0.7,Deterioration
P1041,Website,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1042,Amazon,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,18.6,0.0,-18.6,-100.0,0.4,Improvement
P1042,Flipkart,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,5.0,0.0,-5.0,-100.0,0.1,Improvement
P1042,JioMart,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,23.1,21.7,-1.4,-6.06,0.0,Improvement
P1042,Meesho,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,5.9,5.9,,0.1,Deterioration
P1042,Website,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,10.9,10.9,,0.2,Deterioration
P1043,Amazon,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,2.8,4.4,1.6,57.14,0.0,Deterioration
P1043,Flipkart,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1043,JioMart,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1043,Meesho,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,15.4,8.5,-6.9,-44.81,0.1,Improvement
P1043,Website,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,24.8,8.4,-16.4,-66.13,0.3,Improvement
P1044,Amazon,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,9.2,2.4,-6.8,-73.91,0.1,Improvement
P1044,Flipkart,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,4.3,0.0,-4.3,-100.0,0.1,Improvement
P1044,JioMart,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,32.5,0.0,-32.5,-100.0,0.7,Improvement
P1044,Meesho,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,20.4,20.4,,0.4,Deterioration
P1044,Website,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,26.7,0.0,-26.7,-100.0,0.5,Improvement
P1048,Amazon,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,8.0,4.6,-3.4,-42.5,0.1,Improvement
P1048,Flipkart,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1048,JioMart,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1048,Meesho,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,31.3,31.3,,0.6,Deterioration
P1048,Website,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1052,Amazon,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1052,Flipkart,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,6.1,6.1,,0.1,Deterioration
P1052,JioMart,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,14.5,14.5,,0.3,Deterioration
P1052,Meesho,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,7.0,7.8,0.8,11.43,0.0,Deterioration
P1052,Website,Sunsilk,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1067,Amazon,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,2.9,5.5,2.6,89.66,0.1,Deterioration
P1067,Flipkart,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,3.6,10.1,6.5,180.56,0.1,Deterioration
P1067,JioMart,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1067,Meesho,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1067,Website,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1069,Amazon,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,7.7,4.4,-3.3,-42.86,0.1,Improvement
P1069,Flipkart,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,7.3,10.5,3.2,43.84,0.1,Deterioration
P1069,JioMart,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1069,Meesho,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,4.0,17.3,13.3,332.5,0.3,Deterioration
P1069,Website,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1070,Amazon,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,0.0,2.3,2.3,,0.0,Deterioration
P1070,Flipkart,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,10.3,7.6,-2.7,-26.21,0.1,Improvement
P1070,JioMart,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,0.0,12.3,12.3,,0.2,Deterioration
P1070,Meesho,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1070,Website,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1071,Amazon,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,4.4,2.1,-2.3,-52.27,0.0,Improvement
P1071,Flipkart,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,0.0,6.9,6.9,,0.1,Deterioration
P1071,JioMart,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,9.9,0.0,-9.9,-100.0,0.2,Improvement
P1071,Meesho,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1071,Website,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1072,Amazon,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,2.3,2.6,0.3,13.04,0.0,Deterioration
P1072,Flipkart,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,21.5,3.9,-17.6,-81.86,0.4,Improvement
P1072,JioMart,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,0.0,16.4,16.4,,0.3,Deterioration
P1072,Meesho,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,0.0,19.1,19.1,,0.4,Deterioration
P1072,Website,Tiger Balm,Health & Wellness,refund_pct_of_gross,Refund % of Gross,0.0,20.7,20.7,,0.4,Deterioration
P1075,Amazon,Tresemme,Hair Care,refund_pct_of_gross,Refund % of Gross,2.2,2.6,0.4,18.18,0.0,Deterioration
P1075,Flipkart,Tresemme,Hair Care,refund_pct_of_gross,Refund % of Gross,5.3,0.0,-5.3,-100.0,0.1,Improvement
P1075,JioMart,Tresemme,Hair Care,refund_pct_of_gross,Refund % of Gross,21.5,0.0,-21.5,-100.0,0.4,Improvement
P1075,Meesho,Tresemme,Hair Care,refund_pct_of_gross,Refund % of Gross,4.0,12.2,8.2,205.0,0.2,Deterioration
P1075,Website,Tresemme,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1080,Amazon,Tresemme,Hair Care,refund_pct_of_gross,Refund % of Gross,6.1,2.1,-4.0,-65.57,0.1,Improvement
P1080,Flipkart,Tresemme,Hair Care,refund_pct_of_gross,Refund % of Gross,4.9,0.0,-4.9,-100.0,0.1,Improvement
P1080,JioMart,Tresemme,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1080,Meesho,Tresemme,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1080,Website,Tresemme,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,7.3,7.3,,0.1,Deterioration
P1085,Amazon,Tresemme,Hair Care,refund_pct_of_gross,Refund % of Gross,9.7,0.0,-9.7,-100.0,0.2,Improvement
P1085,Flipkart,Tresemme,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1085,JioMart,Tresemme,Hair Care,refund_pct_of_gross,Refund % of Gross,20.0,0.0,-20.0,-100.0,0.4,Improvement
P1085,Meesho,Tresemme,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,6.5,6.5,,0.1,Deterioration
P1085,Website,Tresemme,Hair Care,refund_pct_of_gross,Refund % of Gross,47.8,0.0,-47.8,-100.0,1.0,Improvement
P1099,Amazon,Tros,Body Care,refund_pct_of_gross,Refund % of Gross,4.6,9.3,4.7,102.17,0.1,Deterioration
P1099,Flipkart,Tros,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1099,JioMart,Tros,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,18.9,18.9,,0.4,Deterioration
P1099,Meesho,Tros,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1099,Website,Tros,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1100,Amazon,Tros,Body Care,refund_pct_of_gross,Refund % of Gross,7.8,1.8,-6.0,-76.92,0.1,Improvement
P1100,Flipkart,Tros,Body Care,refund_pct_of_gross,Refund % of Gross,10.5,7.1,-3.4,-32.38,0.1,Improvement
P1100,JioMart,Tros,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1100,Meesho,Tros,Body Care,refund_pct_of_gross,Refund % of Gross,6.8,0.0,-6.8,-100.0,0.1,Improvement
P1100,Website,Tros,Body Care,refund_pct_of_gross,Refund % of Gross,6.8,0.0,-6.8,-100.0,0.1,Improvement
P1105,Amazon,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,8.4,1.4,-7.0,-83.33,0.1,Improvement
P1105,Flipkart,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,4.0,4.0,,0.1,Deterioration
P1105,JioMart,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,26.9,26.9,,0.5,Deterioration
P1105,Meesho,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,36.6,0.0,-36.6,-100.0,0.7,Improvement
P1105,Website,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,5.5,5.5,,0.1,Deterioration
P1107,Amazon,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,5.3,13.6,8.3,156.6,0.2,Deterioration
P1107,Flipkart,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1107,JioMart,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,3.5,0.0,-3.5,-100.0,0.1,Improvement
P1107,Meesho,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,12.1,0.0,-12.1,-100.0,0.2,Improvement
P1107,Website,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1109,Amazon,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,2.2,4.2,2.0,90.91,0.0,Deterioration
P1109,Flipkart,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,4.6,13.0,8.4,182.61,0.2,Deterioration
P1109,JioMart,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1109,Meesho,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,10.1,5.0,-5.1,-50.5,0.1,Improvement
P1109,Website,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1112,Amazon,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,3.1,3.1,0.0,0.0,0.0,No Change
P1112,Flipkart,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,4.7,4.7,,0.1,Deterioration
P1112,JioMart,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,4.9,4.9,,0.1,Deterioration
P1112,Meesho,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1112,Website,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,15.5,15.5,,0.3,Deterioration
P1114,Amazon,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,8.1,8.1,,0.2,Deterioration
P1114,Flipkart,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1114,JioMart,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,11.6,8.7,-2.9,-25.0,0.1,Improvement
P1114,Meesho,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,7.6,0.0,-7.6,-100.0,0.2,Improvement
P1114,Website,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,3.7,3.7,,0.1,Deterioration
P1120,Amazon,Vaseline,Skin Care,refund_pct_of_gross,Refund % of Gross,2.0,0.0,-2.0,-100.0,0.0,Improvement
P1120,Flipkart,Vaseline,Skin Care,refund_pct_of_gross,Refund % of Gross,9.0,0.0,-9.0,-100.0,0.2,Improvement
P1120,JioMart,Vaseline,Skin Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1120,Meesho,Vaseline,Skin Care,refund_pct_of_gross,Refund % of Gross,0.0,6.2,6.2,,0.1,Deterioration
P1120,Website,Vaseline,Skin Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1121,Amazon,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,5.8,6.7,0.9,15.52,0.0,Deterioration
P1121,Flipkart,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,14.8,19.7,4.9,33.11,0.1,Deterioration
P1121,JioMart,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1121,Meesho,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1121,Website,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,16.1,0.0,-16.1,-100.0,0.3,Improvement
P1131,Amazon,Vaseline,Skin Care,refund_pct_of_gross,Refund % of Gross,2.0,4.8,2.8,140.0,0.1,Deterioration
P1131,Flipkart,Vaseline,Skin Care,refund_pct_of_gross,Refund % of Gross,17.0,0.0,-17.0,-100.0,0.3,Improvement
P1131,JioMart,Vaseline,Skin Care,refund_pct_of_gross,Refund % of Gross,9.9,0.0,-9.9,-100.0,0.2,Improvement
P1131,Meesho,Vaseline,Skin Care,refund_pct_of_gross,Refund % of Gross,0.0,5.4,5.4,,0.1,Deterioration
P1131,Website,Vaseline,Skin Care,refund_pct_of_gross,Refund % of Gross,0.0,6.3,6.3,,0.1,Deterioration
P1146,Amazon,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,6.4,0.0,-6.4,-100.0,0.1,Improvement
P1146,Flipkart,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,4.8,4.8,,0.1,Deterioration
P1146,JioMart,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,7.5,9.3,1.8,24.0,0.0,Deterioration
P1146,Meesho,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,12.9,0.0,-12.9,-100.0,0.3,Improvement
P1146,Website,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,6.6,7.1,0.5,7.58,0.0,Deterioration
P1150,Amazon,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,4.8,0.0,-4.8,-100.0,0.1,Improvement
P1150,Flipkart,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,5.0,5.0,,0.1,Deterioration
P1150,JioMart,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1150,Meesho,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1150,Website,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,31.8,0.0,-31.8,-100.0,0.6,Improvement
P1156,Amazon,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,4.9,0.0,-4.9,-100.0,0.1,Improvement
P1156,Flipkart,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,12.4,0.0,-12.4,-100.0,0.2,Improvement
P1156,JioMart,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,10.0,10.0,,0.2,Deterioration
P1156,Meesho,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,13.7,13.7,,0.3,Deterioration
P1156,Website,Vaseline,Body Care,refund_pct_of_gross,Refund % of Gross,0.0,7.0,7.0,,0.1,Deterioration
P1157,Amazon,Vaseline,Skin Care,refund_pct_of_gross,Refund % of Gross,4.9,13.3,8.4,171.43,0.2,Deterioration
P1157,Flipkart,Vaseline,Skin Care,refund_pct_of_gross,Refund % of Gross,0.0,9.5,9.5,,0.2,Deterioration
P1157,JioMart,Vaseline,Skin Care,refund_pct_of_gross,Refund % of Gross,0.0,8.0,8.0,,0.2,Deterioration
P1157,Meesho,Vaseline,Skin Care,refund_pct_of_gross,Refund % of Gross,3.8,14.5,10.7,281.58,0.2,Deterioration
P1157,Website,Vaseline,Skin Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1162,Amazon,Vita Keratin,Hair Care,refund_pct_of_gross,Refund % of Gross,8.6,2.0,-6.6,-76.74,0.1,Improvement
P1162,Flipkart,Vita Keratin,Hair Care,refund_pct_of_gross,Refund % of Gross,11.9,0.0,-11.9,-100.0,0.2,Improvement
P1162,JioMart,Vita Keratin,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1162,Meesho,Vita Keratin,Hair Care,refund_pct_of_gross,Refund % of Gross,6.8,11.3,4.5,66.18,0.1,Deterioration
P1162,Website,Vita Keratin,Hair Care,refund_pct_of_gross,Refund % of Gross,0.0,10.8,10.8,,0.2,Deterioration
P1164,Amazon,Wangprom,Health & Wellness,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1164,Flipkart,Wangprom,Health & Wellness,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1164,JioMart,Wangprom,Health & Wellness,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1164,Meesho,Wangprom,Health & Wellness,refund_pct_of_gross,Refund % of Gross,23.9,0.0,-23.9,-100.0,0.5,Improvement
P1164,Website,Wangprom,Health & Wellness,refund_pct_of_gross,Refund % of Gross,0.0,11.1,11.1,,0.2,Deterioration
P1176,Amazon,Wangprom,Health & Wellness,refund_pct_of_gross,Refund % of Gross,6.3,4.9,-1.4,-22.22,0.0,Improvement
P1176,Flipkart,Wangprom,Health & Wellness,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1176,JioMart,Wangprom,Health & Wellness,refund_pct_of_gross,Refund % of Gross,11.4,0.0,-11.4,-100.0,0.2,Improvement
P1176,Meesho,Wangprom,Health & Wellness,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1176,Website,Wangprom,Health & Wellness,refund_pct_of_gross,Refund % of Gross,31.4,20.2,-11.2,-35.67,0.2,Improvement
P1185,Amazon,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,18.6,3.0,-15.6,-83.87,0.3,Improvement
P1185,Flipkart,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1185,JioMart,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1185,Meesho,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,3.1,3.1,,0.1,Deterioration
P1185,Website,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,21.6,21.6,,0.4,Deterioration
P1190,Amazon,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,3.1,4.3,1.2,38.71,0.0,Deterioration
P1190,Flipkart,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,3.7,3.7,,0.1,Deterioration
P1190,JioMart,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1190,Meesho,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,13.3,13.3,,0.3,Deterioration
P1190,Website,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,7.9,0.0,-7.9,-100.0,0.2,Improvement
P1196,Amazon,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1196,Flipkart,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,19.3,19.3,,0.4,Deterioration
P1196,JioMart,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,7.4,4.6,-2.8,-37.84,0.1,Improvement
P1196,Meesho,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,9.8,9.8,,0.2,Deterioration
P1196,Website,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1200,Amazon,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,9.7,9.7,,0.2,Deterioration
P1200,Flipkart,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,8.5,8.5,,0.2,Deterioration
P1200,JioMart,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,11.7,11.7,,0.2,Deterioration
P1200,Meesho,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,7.9,0.0,-7.9,-100.0,0.2,Improvement
P1200,Website,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,5.6,0.0,-5.6,-100.0,0.1,Improvement
P1214,Amazon,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,5.0,5.3,0.3,6.0,0.0,Deterioration
P1214,Flipkart,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,4.9,5.0,0.1,2.04,0.0,Deterioration
P1214,JioMart,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,10.3,0.0,-10.3,-100.0,0.2,Improvement
P1214,Meesho,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,12.2,8.6,-3.6,-29.51,0.1,Improvement
P1214,Website,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1218,Amazon,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,1.7,5.1,3.4,200.0,0.1,Deterioration
P1218,Flipkart,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,4.0,0.0,-4.0,-100.0,0.1,Improvement
P1218,JioMart,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,6.7,0.0,-6.7,-100.0,0.1,Improvement
P1218,Meesho,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,3.6,5.5,1.9,52.78,0.0,Deterioration
P1218,Website,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1237,Amazon,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,6.2,0.0,-6.2,-100.0,0.1,Improvement
P1237,Flipkart,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,6.3,6.3,,0.1,Deterioration
P1237,JioMart,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,10.1,0.0,-10.1,-100.0,0.2,Improvement
P1237,Meesho,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,9.0,0.0,-9.0,-100.0,0.2,Improvement
P1237,Website,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1248,Amazon,Watsons,Skin Care,refund_pct_of_gross,Refund % of Gross,5.9,12.9,7.0,118.64,0.1,Deterioration
P1248,Flipkart,Watsons,Skin Care,refund_pct_of_gross,Refund % of Gross,4.7,0.0,-4.7,-100.0,0.1,Improvement
P1248,JioMart,Watsons,Skin Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1248,Meesho,Watsons,Skin Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1248,Website,Watsons,Skin Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1249,Amazon,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,3.1,3.1,0.0,0.0,0.0,No Change
P1249,Flipkart,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,2.9,2.9,,0.1,Deterioration
P1249,JioMart,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,9.8,0.0,-9.8,-100.0,0.2,Improvement
P1249,Meesho,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,7.5,7.5,,0.2,Deterioration
P1249,Website,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1251,Amazon,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,11.7,0.0,-11.7,-100.0,0.2,Improvement
P1251,Flipkart,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,10.3,10.3,,0.2,Deterioration
P1251,JioMart,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P1251,Meesho,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,11.1,11.1,,0.2,Deterioration
P1251,Website,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,7.9,7.9,,0.2,Deterioration
P1254,Amazon,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,2.5,2.8,0.3,12.0,0.0,Deterioration
P1254,Flipkart,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,12.9,12.9,,0.3,Deterioration
P1254,JioMart,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,9.5,0.0,-9.5,-100.0,0.2,Improvement
P1254,Meesho,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,7.1,0.0,-7.1,-100.0,0.1,Improvement
P1254,Website,Watsons,Oral Care,refund_pct_of_gross,Refund % of Gross,0.0,0.0,0.0,,0.0,No Change
P0022,Amazon,Ambi Pur,Home & Kitchen,promotion_pct_of_gross,Promotion % of Gross,4.2,3.7,-0.5,-11.9,0.0,Improvement
P0022,Flipkart,Ambi Pur,Home & Kitchen,promotion_pct_of_gross,Promotion % of Gross,2.9,3.2,0.3,10.34,0.0,Deterioration
P0022,JioMart,Ambi Pur,Home & Kitchen,promotion_pct_of_gross,Promotion % of Gross,4.2,6.3,2.1,50.0,0.2,Deterioration
P0022,Meesho,Ambi Pur,Home & Kitchen,promotion_pct_of_gross,Promotion % of Gross,3.5,4.1,0.6,17.14,0.1,Deterioration
P0022,Website,Ambi Pur,Home & Kitchen,promotion_pct_of_gross,Promotion % of Gross,1.9,3.0,1.1,57.89,0.1,Deterioration
