public_product_id,marketplace,brand_group,category_group,product_group,fee_pct_of_gross,refund_pct_of_gross,promotion_pct_of_gross,net_to_gross_pct,revenue_quality_score,revenue_quality_band,fee_review_flag,refund_review_flag,promotion_review_flag
P1114,Meesho,Vaseline,Body Care,Deodorant & Body Spray,13.6,3.6,3.6,93.9,88.3,Strong,Monitor,Monitor,Monitor
P1150,Meesho,Vaseline,Body Care,Deodorant & Body Spray,13.6,3.6,4.0,95.4,88.6,Strong,Monitor,Monitor,Monitor
P0042,Website,Axe,Body Care,Deodorant & Body Spray,5.2,4.9,3.6,102.2,92.9,Strong,Monitor,Monitor,Monitor
P0581,Website,Pantene,Hair Care,Hair Conditioner & Treatment,5.5,4.5,3.8,101.4,92.7,Strong,Monitor,Monitor,Monitor
P1033,Flipkart,Sunsilk,Hair Care,Hair Conditioner & Treatment,16.2,5.0,4.0,93.0,86.3,Strong,Monitor,Monitor,Monitor
P0235,Website,Counterpain,Health & Wellness,Pain Relief,5.3,4.8,4.8,102.8,92.7,Strong,Monitor,Monitor,Monitor
P1043,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,5.4,4.9,3.3,102.4,91.9,Strong,Monitor,Monitor,Monitor
P1131,Website,Vaseline,Skin Care,Sunscreen,4.9,3.5,4.3,103.2,92.3,Strong,Monitor,Monitor,Monitor
P1099,Flipkart,Tros,Body Care,Deodorant & Body Spray,15.7,4.6,3.8,92.0,85.1,Strong,Monitor,Monitor,Monitor
P0763,Flipkart,Sasi,Lip,Lip Care,16.4,5.7,3.5,90.2,83.5,Strong,Monitor,Monitor,Monitor
P0944,Flipkart,SHIVAMAX,Health & Wellness,Herbal Inhaler,16.0,5.4,3.6,92.3,86.5,Strong,Monitor,Monitor,Monitor
P0022,JioMart,Ambi Pur,Home & Kitchen,Air Freshener,11.0,3.2,4.4,96.0,89.0,Strong,Monitor,Monitor,Monitor
P0590,Website,Pantene,Hair Care,Hair Conditioner & Treatment,5.3,8.1,4.1,98.8,87.2,Strong,Monitor,Monitor,Monitor
P1039,Flipkart,Sunsilk,Hair Care,Hair Conditioner & Treatment,15.8,3.6,3.7,93.3,85.8,Strong,Monitor,Monitor,Monitor
P0548,JioMart,Oral-B,Oral Care,Toothpaste,11.3,2.8,3.7,96.1,89.6,Strong,Monitor,Monitor,Monitor
P0260,JioMart,Dove,Hair Care,Hair Conditioner & Treatment,11.3,4.5,4.1,94.7,88.0,Strong,Monitor,Monitor,Monitor
P0562,JioMart,Oral-B,Oral Care,Toothpaste,11.2,2.4,4.2,96.8,90.5,Strong,Monitor,Monitor,Monitor
P0609,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,11.6,4.6,3.9,93.5,87.6,Strong,Monitor,Monitor,Monitor
P0595,Flipkart,Pantene,Hair Care,Hair Conditioner & Treatment,15.9,6.1,4.0,91.1,84.7,Strong,Monitor,Monitor,Monitor
P1196,Flipkart,Watsons,Oral Care,Floss Picks,16.6,6.3,4.3,90.7,83.9,Strong,Monitor,Monitor,Monitor
P0797,Website,Sensodyne,Oral Care,Toothpaste,5.6,3.4,3.3,103.5,93.4,Strong,Monitor,Monitor,Monitor
P0813,Website,Sensodyne,Oral Care,Toothpaste,5.3,4.0,4.2,102.3,93.6,Strong,Monitor,Monitor,Monitor
P1080,Website,Tresemme,Hair Care,Hair Conditioner & Treatment,5.1,2.8,3.1,105.1,95.2,Strong,Monitor,Monitor,Monitor
P0705,Flipkart,Protex,Body Care,General Product,16.5,1.6,4.3,94.7,87.9,Strong,Monitor,Monitor,Monitor
P1044,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,5.2,2.7,4.3,102.9,94.7,Strong,Monitor,Monitor,Monitor
P0557,Flipkart,Oral-B,Oral Care,Dental Floss,16.3,4.7,3.7,92.4,84.7,Strong,Monitor,Monitor,Monitor
P0308,Flipkart,Dove,Hair Care,General Product,16.2,5.7,4.0,91.4,83.7,Strong,Monitor,Monitor,Monitor
P0488,JioMart,Listerine,Oral Care,Mouthwash,11.2,2.3,4.9,94.1,89.2,Strong,Monitor,Monitor,Monitor
P0029,JioMart,Axe,Body Care,Deodorant & Body Spray,10.7,0.0,3.2,99.8,94.8,Strong,Monitor,Monitor,Monitor
P0172,Website,Colgate,Oral Care,Toothpaste,5.4,3.1,4.2,101.7,94.2,Strong,Monitor,Monitor,Monitor
P0610,Website,Pantene,Hair Care,Hair Oil & Serum,4.8,2.7,3.6,104.1,95.0,Strong,Monitor,Monitor,Monitor
P0233,Flipkart,Counterpain,Health & Wellness,Pain Relief,16.3,5.8,4.2,90.8,82.5,Strong,Monitor,Monitor,Monitor
P0566,Website,Pantene,Hair Care,Shampoo,5.2,0.6,4.2,105.3,96.9,Strong,Monitor,Monitor,Monitor
P0029,Website,Axe,Body Care,Deodorant & Body Spray,5.3,5.0,3.6,101.0,93.2,Strong,Monitor,Monitor,Monitor
P0605,Website,Pantene,Hair Care,Hair Conditioner & Treatment,5.2,2.8,3.5,104.4,95.0,Strong,Monitor,Monitor,Monitor
P0218,JioMart,Colgate,Oral Care,Toothpaste,11.4,5.0,4.2,94.3,87.4,Strong,Monitor,Monitor,Monitor
P0565,Website,Pair,Skin Care,General Product,5.3,2.6,3.4,105.4,96.5,Strong,Monitor,Monitor,Monitor
P0602,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,11.0,4.3,3.8,94.9,88.0,Strong,Monitor,Monitor,Monitor
P0565,JioMart,Pair,Skin Care,General Product,11.0,0.9,4.3,97.7,92.4,Strong,Monitor,Monitor,Monitor
P0246,Meesho,Dove,Body Care,Deodorant & Body Spray,13.8,4.2,3.6,93.6,87.8,Strong,Monitor,Monitor,Monitor
P0264,Website,Dove,Body Care,Deodorant & Body Spray,5.3,5.6,4.0,102.4,91.6,Strong,Monitor,Monitor,Monitor
P0744,JioMart,Rexona,Body Care,Deodorant & Body Spray,11.4,5.2,3.7,94.1,86.9,Strong,Monitor,Monitor,Monitor
P0343,Website,Fino,Hair Care,Hair Oil & Serum,5.5,5.1,4.3,100.8,91.5,Strong,Monitor,Monitor,Monitor
P1162,Website,Vita Keratin,Hair Care,General Product,5.6,5.7,4.3,99.1,91.2,Strong,Monitor,Monitor,Monitor
P1156,JioMart,Vaseline,Body Care,Body Lotion,11.2,5.1,4.2,93.5,88.5,Strong,Monitor,Monitor,Monitor
P0590,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,10.8,7.0,3.5,92.9,87.0,Strong,Monitor,Monitor,Monitor
P0795,Website,Senka,Skin Care,Face Cleanser,4.9,3.8,3.4,103.2,93.4,Strong,Monitor,Monitor,Monitor
P0906,Website,SHIVAMAX,Hair Care,Hair Conditioner & Treatment,5.1,3.0,4.4,103.1,94.2,Strong,Monitor,Monitor,Monitor
P0170,Flipkart,Colgate,Oral Care,Toothpaste,15.9,3.9,3.9,93.0,85.2,Strong,Monitor,Monitor,Monitor
P1114,Website,Vaseline,Body Care,Deodorant & Body Spray,4.9,1.9,4.7,105.2,95.4,Strong,Monitor,Monitor,Monitor
P0753,JioMart,Rexona,Body Care,Deodorant & Body Spray,11.4,4.7,4.4,94.6,87.5,Strong,Monitor,Monitor,Monitor
P0617,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,11.7,3.7,3.5,94.0,88.0,Strong,Monitor,Monitor,Monitor
P0553,Website,Oral-B,Oral Care,Toothpaste,5.3,6.0,3.0,102.5,93.0,Strong,Monitor,Monitor,Monitor
P1048,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,5.3,5.7,4.3,101.5,90.9,Strong,Monitor,Monitor,Monitor
P0770,Flipkart,Sasi,Skin Care,General Product,15.8,2.0,3.4,96.1,89.0,Strong,Monitor,Monitor,Monitor
P0278,Meesho,Dove,Hair Care,Shampoo,13.8,2.5,3.4,96.7,89.7,Strong,Monitor,Monitor,Monitor
P0595,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,14.0,2.9,4.7,95.8,88.7,Strong,Monitor,Monitor,Monitor
P1237,JioMart,Watsons,Oral Care,Interdental Brush,11.0,2.3,3.7,96.0,89.6,Strong,Monitor,Monitor,Monitor
P0868,Flipkart,SHIVAMAX,Home & Kitchen,General Product,16.5,6.6,4.1,89.8,81.7,Strong,Monitor,Monitor,Monitor
P0253,Flipkart,Dove,Hair Care,General Product,15.9,5.8,3.2,90.8,83.2,Strong,Monitor,Monitor,Monitor
P0218,Website,Colgate,Oral Care,Toothpaste,5.2,5.4,3.9,101.5,92.5,Strong,Monitor,Monitor,Monitor
P1042,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,11.5,6.0,3.9,93.0,86.9,Strong,Monitor,Monitor,Monitor
P1038,Flipkart,Sunsilk,Hair Care,Hair Conditioner & Treatment,16.5,5.2,4.1,93.1,85.6,Strong,Monitor,Monitor,Monitor
P0566,JioMart,Pantene,Hair Care,Shampoo,11.0,4.9,3.6,95.0,88.2,Strong,Monitor,Monitor,Monitor
P0257,Flipkart,Dove,Hair Care,General Product,16.4,4.0,4.3,92.0,85.2,Strong,Monitor,Monitor,Monitor
P0259,Flipkart,Dove,Hair Care,General Product,15.9,3.3,3.3,94.0,86.2,Strong,Monitor,Monitor,Monitor
P1120,JioMart,Vaseline,Skin Care,Body Scrub,11.5,2.6,4.0,96.5,90.7,Strong,Monitor,Monitor,Monitor
P0548,Website,Oral-B,Oral Care,Toothpaste,5.2,3.3,3.3,104.5,94.0,Strong,Monitor,Monitor,Monitor
P0605,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,11.8,7.1,4.1,91.3,86.1,Strong,Monitor,Monitor,Monitor
P1109,JioMart,Vaseline,Body Care,Body Wash,11.9,8.6,4.3,91.4,86.1,Strong,Monitor,Monitor,Monitor
P0262,Flipkart,Dove,Hair Care,Hair Oil & Serum,16.0,2.3,4.6,92.6,86.0,Strong,Monitor,Monitor,Monitor
P0156,JioMart,Colgate,Oral Care,Toothpaste,11.1,0.0,4.2,97.6,93.1,Strong,Monitor,Monitor,Monitor
P0586,Website,Pantene,Hair Care,General Product,5.0,2.5,3.6,103.6,95.0,Strong,Monitor,Monitor,Monitor
P1003,Flipkart,Snake Brand,Body Care,General Product,16.1,1.7,3.4,96.3,88.9,Strong,Monitor,Monitor,Monitor
P0944,Meesho,SHIVAMAX,Health & Wellness,Herbal Inhaler,14.5,7.7,3.8,91.9,85.8,Strong,Monitor,Monitor,Monitor
P0922,JioMart,SHIVAMAX,Hair Care,Hair Conditioner & Treatment,11.6,8.4,4.3,90.9,85.4,Strong,Monitor,Monitor,Monitor
P0706,Flipkart,Protex,Body Care,General Product,16.4,4.2,4.0,92.1,85.1,Strong,Monitor,Monitor,Monitor
P0178,Meesho,Colgate,Oral Care,Toothpaste,13.3,4.9,4.0,92.7,85.7,Strong,Monitor,Monitor,Monitor
P0573,JioMart,Pantene,Hair Care,Shampoo,11.4,2.6,4.2,94.4,91.0,Strong,Monitor,Monitor,Monitor
P0278,Flipkart,Dove,Hair Care,Shampoo,16.1,3.7,3.8,93.2,86.0,Strong,Monitor,Monitor,Monitor
P0753,Website,Rexona,Body Care,Deodorant & Body Spray,5.6,6.5,4.1,101.2,90.5,Strong,Monitor,Monitor,Monitor
P0781,JioMart,Senka,Skin Care,Face Cleanser,11.5,10.0,3.0,89.9,88.0,Strong,Monitor,Review,Monitor
P0598,Flipkart,Pantene,Hair Care,General Product,16.0,3.6,4.5,92.9,85.9,Strong,Monitor,Monitor,Monitor
P1185,Meesho,Watsons,Oral Care,Floss Picks,14.1,2.7,3.9,96.8,88.8,Strong,Monitor,Monitor,Monitor
P0758,Flipkart,Sasi,Lip,Sunscreen,15.6,2.1,3.5,94.8,87.8,Strong,Monitor,Monitor,Monitor
P0175,Website,Colgate,Oral Care,Toothpaste,5.5,5.1,3.7,100.8,91.5,Strong,Monitor,Monitor,Monitor
P1190,Meesho,Watsons,Oral Care,Dental Floss,13.9,5.9,3.1,94.7,87.1,Strong,Monitor,Monitor,Monitor
P0039,Meesho,Axe,Body Care,Deodorant & Body Spray,14.1,4.2,3.7,94.8,87.2,Strong,Monitor,Monitor,Monitor
P0563,JioMart,Oral-B,Oral Care,Toothpaste,11.3,4.0,4.0,95.9,88.2,Strong,Monitor,Monitor,Monitor
P0758,Meesho,Sasi,Lip,Sunscreen,14.4,4.7,4.1,93.9,86.9,Strong,Monitor,Monitor,Monitor
P0437,JioMart,L'Oreal Paris,Skin Care,Face Cleanser,11.2,5.3,4.7,93.9,86.4,Strong,Monitor,Monitor,Monitor
P1176,Meesho,Wangprom,Health & Wellness,General Product,13.7,3.7,4.2,94.5,88.0,Strong,Monitor,Monitor,Monitor
P1085,Website,Tresemme,Hair Care,Hair Conditioner & Treatment,5.2,5.3,4.3,100.7,91.9,Strong,Monitor,Monitor,Monitor
P0534,Website,Nexcare,Skin Care,General Product,5.5,3.7,3.8,103.8,94.1,Strong,Monitor,Monitor,Monitor
P1121,JioMart,Vaseline,Body Care,Body Wash,11.1,1.8,3.7,98.0,91.9,Strong,Monitor,Monitor,Monitor
P1029,Flipkart,Sunsilk,Hair Care,Shampoo,16.1,2.9,3.9,94.8,87.2,Strong,Monitor,Monitor,Monitor
P0720,Flipkart,Protex,Body Care,General Product,16.3,2.6,4.1,95.0,87.3,Strong,Monitor,Monitor,Monitor
P0024,Meesho,AR,Skin Care,General Product,14.1,3.2,4.2,95.7,89.6,Strong,Monitor,Monitor,Monitor
P1157,Website,Vaseline,Skin Care,Face Cleanser,5.1,6.3,4.2,100.8,93.3,Strong,Monitor,Monitor,Monitor
P0528,Website,NEXCARE,Skin Care,General Product,6.1,10.1,4.7,96.9,89.9,Strong,Monitor,Review,Monitor
P0022,Website,Ambi Pur,Home & Kitchen,Air Freshener,5.0,1.3,3.2,105.7,97.9,Strong,Monitor,Monitor,Monitor
P0783,JioMart,Senka,Skin Care,Face Cleanser,11.4,3.9,4.0,96.5,91.2,Strong,Monitor,Monitor,Monitor
P0747,Website,Rexona,Body Care,Deodorant & Body Spray,5.1,1.6,4.0,105.0,97.2,Strong,Monitor,Monitor,Monitor
P1035,Flipkart,Sunsilk,Hair Care,Shampoo,16.3,3.0,4.2,94.5,86.9,Strong,Monitor,Monitor,Monitor
P1100,Flipkart,Tros,Body Care,Deodorant & Body Spray,16.3,6.1,4.2,90.3,84.6,Strong,Monitor,Monitor,Monitor
P0744,Website,Rexona,Body Care,Deodorant & Body Spray,5.0,2.0,4.6,104.4,94.8,Strong,Monitor,Monitor,Monitor
P1080,JioMart,Tresemme,Hair Care,Hair Conditioner & Treatment,11.1,2.0,4.1,97.4,91.3,Strong,Monitor,Monitor,Monitor
P1075,JioMart,Tresemme,Hair Care,Shampoo,11.2,3.6,3.4,95.3,89.9,Strong,Monitor,Monitor,Monitor
P0797,JioMart,Sensodyne,Oral Care,Toothpaste,11.9,7.6,3.8,91.6,85.0,Strong,Monitor,Monitor,Monitor
P0476,Meesho,Listerine,Oral Care,Mouthwash,14.2,7.1,4.0,90.6,83.6,Strong,Monitor,Monitor,Monitor
P1162,JioMart,Vita Keratin,Hair Care,General Product,11.3,2.3,4.4,95.9,91.9,Strong,Monitor,Monitor,Monitor
P1041,Flipkart,Sunsilk,Hair Care,Shampoo,16.7,5.6,4.5,93.0,85.4,Strong,Monitor,Monitor,Monitor
P0531,Meesho,NEXCARE,Skin Care,General Product,13.8,5.2,4.7,93.7,87.2,Strong,Monitor,Monitor,Monitor
P1070,Flipkart,Tiger Balm,Health & Wellness,Herbal Inhaler,17.0,6.2,4.2,92.1,84.4,Strong,Monitor,Monitor,Monitor
P1107,JioMart,Vaseline,Body Care,General Product,11.5,1.8,4.2,97.1,90.8,Strong,Monitor,Monitor,Monitor
P1032,Flipkart,Sunsilk,Hair Care,Shampoo,16.6,4.3,4.5,93.5,86.2,Strong,Monitor,Monitor,Monitor
P0253,Meesho,Dove,Hair Care,General Product,14.0,1.9,3.4,96.4,90.3,Strong,Monitor,Monitor,Monitor
P0039,Website,Axe,Body Care,Deodorant & Body Spray,5.5,2.1,3.7,105.9,95.7,Strong,Monitor,Monitor,Monitor
P0528,JioMart,NEXCARE,Skin Care,General Product,11.2,1.4,4.2,97.4,91.6,Strong,Monitor,Monitor,Monitor
P0534,JioMart,Nexcare,Skin Care,General Product,12.1,8.3,3.7,90.7,84.5,Strong,Monitor,Monitor,Monitor
P1249,Flipkart,Watsons,Oral Care,Floss Picks,17.1,3.4,4.0,93.8,84.5,Strong,Monitor,Monitor,Monitor
P0475,Flipkart,Listerine,Oral Care,Mouthwash,17.1,8.6,3.9,89.6,81.6,Strong,Monitor,Monitor,Monitor
P1248,Meesho,Watsons,Skin Care,Lip Care,13.6,1.1,3.3,99.8,93.0,Strong,Monitor,Monitor,Monitor
P0264,JioMart,Dove,Body Care,Deodorant & Body Spray,11.5,4.7,3.7,95.1,88.7,Strong,Monitor,Monitor,Monitor
P0156,Website,Colgate,Oral Care,Toothpaste,5.0,3.5,3.5,102.6,93.1,Strong,Monitor,Monitor,Monitor
P0889,Flipkart,SHIVAMAX,Health & Wellness,Herbal Inhaler,17.3,8.0,4.3,90.9,82.6,Strong,Monitor,Monitor,Monitor
P0308,Meesho,Dove,Hair Care,General Product,13.9,2.6,3.7,94.9,88.0,Strong,Monitor,Monitor,Monitor
P1067,Website,Tiger Balm,Health & Wellness,Pain Relief,5.4,4.2,3.6,101.5,91.8,Strong,Monitor,Monitor,Monitor
P1071,Flipkart,Tiger Balm,Health & Wellness,Herbal Inhaler,17.3,5.7,3.9,92.6,83.9,Strong,Monitor,Monitor,Monitor
P0557,Meesho,Oral-B,Oral Care,Dental Floss,14.7,4.5,3.7,94.2,87.9,Strong,Monitor,Monitor,Monitor
P0437,Website,L'Oreal Paris,Skin Care,Face Cleanser,5.3,3.4,4.9,103.5,93.8,Strong,Monitor,Monitor,Monitor
P1033,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,14.0,0.8,3.8,96.9,90.6,Strong,Monitor,Monitor,Monitor
P0246,Website,Dove,Body Care,Deodorant & Body Spray,6.0,6.5,3.7,101.5,92.2,Strong,Monitor,Monitor,Monitor
P1176,JioMart,Wangprom,Health & Wellness,General Product,11.5,3.2,4.0,96.4,89.8,Strong,Monitor,Monitor,Monitor
P0690,Flipkart,Protex,Body Care,General Product,17.0,5.5,3.9,90.7,83.9,Strong,Monitor,Monitor,Monitor
P1150,JioMart,Vaseline,Body Care,Deodorant & Body Spray,11.4,3.3,3.8,95.5,89.1,Strong,Monitor,Monitor,Monitor
P1003,Meesho,Snake Brand,Body Care,General Product,14.5,3.9,3.7,95.5,89.0,Strong,Monitor,Monitor,Monitor
P0225,Meesho,Colgate,Oral Care,Toothpaste,14.1,3.6,4.4,94.5,89.9,Strong,Monitor,Monitor,Monitor
P0890,Meesho,SHIVAMAX,Health & Wellness,Herbal Inhaler,14.0,3.9,4.6,94.6,87.1,Strong,Monitor,Monitor,Monitor
P1100,Meesho,Tros,Body Care,Deodorant & Body Spray,13.8,5.5,3.5,93.4,87.6,Strong,Monitor,Monitor,Monitor
P0246,JioMart,Dove,Body Care,Deodorant & Body Spray,11.4,2.7,4.0,97.1,89.7,Strong,Monitor,Monitor,Monitor
P1251,Flipkart,Watsons,Oral Care,Floss Picks,16.6,4.6,4.1,94.7,86.6,Strong,Monitor,Monitor,Monitor
P0840,Meesho,SHIVAMAX,Home & Kitchen,Adhesive Hooks,13.9,3.3,3.6,96.7,90.0,Strong,Monitor,Monitor,Monitor
P1196,Meesho,Watsons,Oral Care,Floss Picks,13.8,2.3,4.8,96.3,88.9,Strong,Monitor,Monitor,Monitor
P0563,Website,Oral-B,Oral Care,Toothpaste,5.4,0.8,3.9,106.7,97.1,Strong,Monitor,Monitor,Monitor
P1052,Flipkart,Sunsilk,Hair Care,Shampoo,16.4,3.3,3.3,95.8,87.9,Strong,Monitor,Monitor,Monitor
P0271,Meesho,Dove,Hair Care,General Product,14.0,1.5,3.9,97.9,90.4,Strong,Monitor,Monitor,Monitor
P1214,Flipkart,Watsons,Oral Care,Floss Picks,16.5,5.0,4.0,95.3,87.4,Strong,Monitor,Monitor,Monitor
P1039,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,14.4,9.7,4.0,89.6,84.9,Strong,Monitor,Monitor,Monitor
P0555,Meesho,Oral-B,Oral Care,Dental Floss,14.2,4.7,4.4,93.6,86.8,Strong,Monitor,Monitor,Monitor
P1112,Meesho,Vaseline,Body Care,Deodorant & Body Spray,14.0,1.8,4.0,96.6,90.9,Strong,Monitor,Monitor,Monitor
P1026,Flipkart,Sunsilk,Hair Care,Hair Conditioner & Treatment,16.4,3.3,4.1,94.1,85.7,Strong,Monitor,Monitor,Monitor
P0261,Meesho,Dove,Hair Care,General Product,13.8,3.1,3.5,96.4,90.0,Strong,Monitor,Monitor,Monitor
P1176,Website,Wangprom,Health & Wellness,General Product,6.0,5.9,3.8,101.6,91.1,Strong,Monitor,Monitor,Monitor
P0178,Website,Colgate,Oral Care,Toothpaste,5.2,2.1,3.9,106.4,95.4,Strong,Monitor,Monitor,Monitor
P1164,Flipkart,Wangprom,Health & Wellness,Herbal Inhaler,16.9,6.6,3.7,91.4,84.1,Strong,Monitor,Monitor,Monitor
P0178,JioMart,Colgate,Oral Care,Toothpaste,11.9,6.2,4.7,93.6,85.8,Strong,Monitor,Monitor,Monitor
P1218,Flipkart,Watsons,Oral Care,Floss Picks,17.2,5.7,4.4,92.3,85.0,Strong,Monitor,Monitor,Monitor
P0034,Website,Axe,Body Care,Deodorant & Body Spray,5.0,3.6,4.4,102.0,93.2,Strong,Monitor,Monitor,Monitor
P1067,JioMart,Tiger Balm,Health & Wellness,Pain Relief,11.3,3.3,3.9,96.6,90.6,Strong,Monitor,Monitor,Monitor
P0679,Flipkart,Poy Sian,Health & Wellness,Herbal Inhaler,16.2,4.0,3.6,93.8,87.0,Strong,Monitor,Monitor,Monitor
P0598,Meesho,Pantene,Hair Care,General Product,14.7,5.9,4.1,92.1,85.2,Strong,Monitor,Monitor,Monitor
P0034,JioMart,Axe,Body Care,Deodorant & Body Spray,12.1,9.2,3.9,91.8,84.8,Strong,Monitor,Monitor,Monitor
P0763,Meesho,Sasi,Lip,Lip Care,14.2,4.3,3.4,95.4,88.1,Strong,Monitor,Monitor,Monitor
P0257,Meesho,Dove,Hair Care,General Product,14.8,4.6,4.4,94.4,86.1,Strong,Monitor,Monitor,Monitor
P0259,Meesho,Dove,Hair Care,General Product,14.3,7.0,4.1,91.7,84.4,Strong,Monitor,Monitor,Monitor
P0475,Meesho,Listerine,Oral Care,Mouthwash,14.2,4.7,3.7,95.6,88.9,Strong,Monitor,Monitor,Monitor
P0262,Meesho,Dove,Hair Care,Hair Oil & Serum,14.0,3.4,3.4,97.2,90.5,Strong,Monitor,Monitor,Monitor
P0931,Meesho,SHIVAMAX,Electronics & Travel Accessories,General Product,14.1,3.9,4.3,93.9,86.2,Strong,Monitor,Monitor,Monitor
P0039,JioMart,Axe,Body Care,Deodorant & Body Spray,11.9,7.8,3.3,92.8,84.9,Strong,Monitor,Monitor,Monitor
P0175,JioMart,Colgate,Oral Care,Toothpaste,11.3,5.5,4.5,94.5,87.9,Strong,Monitor,Monitor,Monitor
P1200,Flipkart,Watsons,Oral Care,Dental Floss,17.4,6.7,4.0,91.4,83.5,Strong,Monitor,Monitor,Monitor
P0170,Meesho,Colgate,Oral Care,Toothpaste,14.2,5.7,4.2,94.4,86.1,Strong,Monitor,Monitor,Monitor
P0212,Meesho,Colgate,Oral Care,Toothpaste,14.0,2.7,4.4,95.4,88.3,Strong,Monitor,Monitor,Monitor
P1072,Flipkart,Tiger Balm,Health & Wellness,Herbal Inhaler,16.8,7.5,4.5,90.1,82.4,Strong,Monitor,Monitor,Monitor
P1029,Meesho,Sunsilk,Hair Care,Shampoo,14.9,9.3,4.3,90.0,83.6,Strong,Monitor,Monitor,Monitor
P1099,Meesho,Tros,Body Care,Deodorant & Body Spray,13.7,3.3,4.5,95.7,87.7,Strong,Monitor,Monitor,Monitor
P0082,JioMart,Biore,Skin Care,Sunscreen,12.0,6.6,4.8,92.4,85.6,Strong,Monitor,Monitor,Monitor
P1254,Meesho,Watsons,Oral Care,Dental Floss,14.3,1.8,3.9,98.1,90.7,Strong,Monitor,Monitor,Monitor
P0706,Meesho,Protex,Body Care,General Product,14.3,4.0,4.2,94.3,85.9,Strong,Monitor,Monitor,Monitor
P0555,JioMart,Oral-B,Oral Care,Dental Floss,11.7,2.4,4.0,98.3,91.1,Strong,Monitor,Monitor,Monitor
P1150,Website,Vaseline,Body Care,Deodorant & Body Spray,5.4,3.3,3.8,105.1,93.6,Strong,Monitor,Monitor,Monitor
P0536,Flipkart,NOVOLIFE,Health & Wellness,Herbal Inhaler,17.1,4.6,3.8,93.9,86.6,Strong,Monitor,Monitor,Monitor
P1041,Meesho,Sunsilk,Hair Care,Shampoo,14.3,6.0,3.4,93.8,86.3,Strong,Monitor,Monitor,Monitor
P0270,Meesho,Dove,Hair Care,Hair Oil & Serum,14.0,2.8,4.3,94.1,86.7,Strong,Monitor,Monitor,Monitor
P0212,Website,Colgate,Oral Care,Toothpaste,5.7,3.0,3.7,106.7,95.8,Strong,Monitor,Monitor,Monitor
P0690,Meesho,Protex,Body Care,General Product,15.2,4.0,3.7,95.9,89.0,Strong,Monitor,Monitor,Monitor
P0931,Website,SHIVAMAX,Electronics & Travel Accessories,General Product,5.8,5.2,4.0,104.0,90.7,Strong,Monitor,Monitor,Monitor
P0427,Flipkart,Kaowmanee,Skin Care,General Product,16.8,4.9,4.0,91.9,84.4,Strong,Monitor,Monitor,Monitor
P0705,Meesho,Protex,Body Care,General Product,14.6,6.5,3.6,93.1,85.4,Strong,Monitor,Monitor,Monitor
P1196,Website,Watsons,Oral Care,Floss Picks,6.1,5.0,4.5,104.2,91.9,Strong,Monitor,Monitor,Monitor
P0598,JioMart,Pantene,Hair Care,General Product,12.3,3.0,3.9,97.3,90.0,Strong,Monitor,Monitor,Monitor
P0082,Website,Biore,Skin Care,Sunscreen,5.2,3.2,5.7,102.6,94.7,Strong,Monitor,Monitor,Monitor
P0932,Flipkart,SHIVAMAX,Electronics & Travel Accessories,Travel Adapter,17.6,4.1,4.2,94.2,85.8,Strong,Monitor,Monitor,Monitor
P0024,Website,AR,Skin Care,General Product,5.8,2.9,3.8,107.7,94.3,Strong,Monitor,Monitor,Monitor
P1114,JioMart,Vaseline,Body Care,Deodorant & Body Spray,11.4,5.8,4.2,96.0,87.8,Strong,Monitor,Monitor,Monitor
P1107,Website,Vaseline,Body Care,General Product,5.1,4.3,3.9,104.8,93.3,Strong,Monitor,Monitor,Monitor
P0868,Meesho,SHIVAMAX,Home & Kitchen,General Product,14.3,4.4,5.0,94.9,87.1,Strong,Monitor,Monitor,Monitor
P0233,Meesho,Counterpain,Health & Wellness,Pain Relief,14.5,2.8,4.1,95.3,87.4,Strong,Monitor,Monitor,Monitor
P1038,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,13.8,5.1,4.1,96.9,88.5,Strong,Monitor,Monitor,Monitor
P0720,Meesho,Protex,Body Care,General Product,14.4,4.8,4.1,94.2,86.5,Strong,Monitor,Monitor,Monitor
P0271,JioMart,Dove,Hair Care,General Product,11.7,2.9,3.9,97.8,90.9,Strong,Monitor,Monitor,Monitor
P0915,Flipkart,SHIVAMAX,Health & Wellness,Herbal Inhaler,17.0,2.5,4.0,97.6,87.8,Strong,Monitor,Monitor,Monitor
P1052,Meesho,Sunsilk,Hair Care,Shampoo,14.4,3.7,4.2,95.4,87.2,Strong,Monitor,Monitor,Monitor
P1003,Website,Snake Brand,Body Care,General Product,6.0,2.0,4.4,108.2,95.6,Strong,Monitor,Monitor,Monitor
