public_product_id,marketplace,brand_group,category_group,product_group,listing_price_band,inventory_band,sales_index,units_index,fee_pct_of_gross,refund_pct_of_gross,promotion_pct_of_gross,net_to_gross_pct,margin_risk_score,margin_risk_band,revenue_quality_score,recommended_action,action_priority,action_reason
P0566,Flipkart,Pantene,Hair Care,Shampoo,500-999,Very Low / 1-2,38.4,39.0,15.5,6.9,3.7,89.4,6.3,Low Risk,84.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0565,Flipkart,Pair,Skin Care,General Product,500-999,Out of Stock / 0,36.2,36.7,15.6,6.7,4.0,87.9,6.3,Low Risk,82.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0605,Flipkart,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,33.8,32.4,15.4,6.7,3.8,88.4,6.3,Low Risk,84.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0218,Flipkart,Colgate,Oral Care,Toothpaste,500-999,Out of Stock / 0,33.2,37.3,15.4,4.9,4.1,90.6,6.3,Low Risk,85.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0175,Flipkart,Colgate,Oral Care,Toothpaste,500-999,Medium / 6-15,32.7,39.4,15.4,3.2,3.7,91.9,6.3,Low Risk,85.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0343,Flipkart,Fino,Hair Care,Hair Oil & Serum,1000-1499,Out of Stock / 0,32.7,33.7,15.5,3.4,3.7,92.1,6.3,Low Risk,85.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0563,Flipkart,Oral-B,Oral Care,Toothpaste,500-999,Out of Stock / 0,31.8,38.6,15.4,4.2,3.8,92.6,6.3,Low Risk,86.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0437,Flipkart,L'Oreal Paris,Skin Care,Face Cleanser,500-999,Very High / 51+,31.6,38.0,15.3,3.8,4.4,90.8,6.3,Low Risk,85.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1114,Flipkart,Vaseline,Body Care,Deodorant & Body Spray,500-999,Low / 3-5,30.6,42.2,15.7,2.3,4.2,94.3,6.3,Low Risk,87.8,Monitor,Low,No action threshold triggered; continue monitoring.
P1107,Flipkart,Vaseline,Body Care,General Product,500-999,Very Low / 1-2,29.5,40.4,15.4,4.1,3.9,91.5,6.3,Low Risk,85.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0039,Flipkart,Axe,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,29.4,42.7,15.5,3.9,4.0,92.2,6.3,Low Risk,85.9,Monitor,Low,No action threshold triggered; continue monitoring.
P1176,Flipkart,Wangprom,Health & Wellness,General Product,500-999,Out of Stock / 0,20.4,30.2,15.3,3.6,3.9,92.6,6.3,Low Risk,86.7,Monitor,Low,No action threshold triggered; continue monitoring.
P1249,Meesho,Watsons,Oral Care,Floss Picks,<500,Out of Stock / 0,10.9,31.6,14.7,4.0,4.4,95.1,6.3,Low Risk,85.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0932,Meesho,SHIVAMAX,Electronics & Travel Accessories,Travel Adapter,<500,Very High / 51+,8.3,27.8,15.1,3.9,4.0,94.9,6.3,Low Risk,86.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0263,Flipkart,Dove,Hair Care,Hair Conditioner & Treatment,500-999,Medium / 6-15,48.8,47.1,15.2,3.4,4.0,92.3,6.2,Low Risk,86.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0581,Flipkart,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Very Low / 1-2,45.8,44.1,15.1,4.3,4.0,90.2,6.2,Low Risk,84.3,Monitor,Low,No action threshold triggered; continue monitoring.
P1044,Flipkart,Sunsilk,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,43.1,42.4,15.2,2.7,4.3,91.0,6.2,Low Risk,85.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0168,Flipkart,Colgate,Oral Care,Toothpaste,500-999,Low / 3-5,42.6,41.0,15.2,4.7,4.1,90.6,6.2,Low Risk,85.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0529,Flipkart,NEXCARE,Skin Care,General Product,500-999,Medium / 6-15,42.4,40.8,15.2,3.5,4.1,91.4,6.2,Low Risk,85.5,Monitor,Low,No action threshold triggered; continue monitoring.
P1105,Flipkart,Vaseline,Body Care,Body Wash,500-999,Low / 3-5,42.3,40.8,15.0,4.9,4.1,89.3,6.2,Low Risk,83.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0042,Flipkart,Axe,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,41.3,39.8,15.1,3.8,4.4,90.3,6.2,Low Risk,84.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0029,Flipkart,Axe,Body Care,Deodorant & Body Spray,500-999,Very Low / 1-2,41.2,39.8,15.1,3.4,3.3,92.8,6.2,Low Risk,85.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0252,Flipkart,Dove,Hair Care,Hair Conditioner & Treatment,500-999,Low / 3-5,39.7,38.0,15.0,3.5,4.2,91.3,6.2,Low Risk,85.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0609,Flipkart,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,39.4,37.8,15.0,4.3,4.5,91.6,6.2,Low Risk,84.8,Monitor,Low,No action threshold triggered; continue monitoring.
P1043,Flipkart,Sunsilk,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,39.2,39.6,15.1,3.6,4.2,92.0,6.2,Low Risk,85.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0906,Flipkart,SHIVAMAX,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,39.1,37.8,15.2,4.5,3.8,91.2,6.2,Low Risk,85.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0230,Flipkart,Counterpain,Health & Wellness,Pain Relief,500-999,Out of Stock / 0,38.2,36.9,15.2,4.5,3.8,90.8,6.2,Low Risk,85.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0022,Flipkart,Ambi Pur,Home & Kitchen,Air Freshener,500-999,Low / 3-5,38.2,36.7,15.0,5.1,3.5,90.9,6.2,Low Risk,84.2,Monitor,Low,No action threshold triggered; continue monitoring.
P1156,Flipkart,Vaseline,Body Care,Body Lotion,500-999,Out of Stock / 0,37.0,35.7,15.1,2.5,4.4,91.4,6.2,Low Risk,85.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0041,Flipkart,Axe,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,36.0,34.5,15.2,4.2,4.5,89.6,6.2,Low Risk,83.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0547,Flipkart,Oral-B,Oral Care,Dental Floss,500-999,Low / 3-5,35.6,34.3,15.2,4.5,4.1,91.6,6.2,Low Risk,85.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0488,Flipkart,Listerine,Oral Care,Mouthwash,500-999,Out of Stock / 0,35.4,34.1,15.2,5.0,3.5,91.2,6.2,Low Risk,85.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0747,Flipkart,Rexona,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,31.6,38.0,15.3,3.3,3.8,92.5,6.2,Low Risk,86.6,Monitor,Low,No action threshold triggered; continue monitoring.
P1150,Flipkart,Vaseline,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,29.7,41.0,15.4,1.2,4.5,95.0,6.2,Low Risk,88.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0528,Flipkart,NEXCARE,Skin Care,General Product,500-999,Out of Stock / 0,27.7,35.7,15.3,3.8,3.6,91.9,6.2,Low Risk,86.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0770,Flipkart,Sasi,Skin Care,General Product,<500,Medium / 6-15,17.8,38.2,15.8,2.0,3.4,96.1,6.2,Low Risk,89.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0758,Flipkart,Sasi,Lip,Sunscreen,<500,Very Low / 1-2,16.8,32.2,15.6,2.1,3.5,94.8,6.2,Low Risk,87.8,Monitor,Low,No action threshold triggered; continue monitoring.
P1039,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,<500,Out of Stock / 0,13.8,29.4,14.4,9.7,4.0,89.6,6.2,Low Risk,84.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0257,Meesho,Dove,Hair Care,General Product,<500,Low / 3-5,13.2,29.8,14.8,4.6,4.4,94.4,6.2,Low Risk,86.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0259,Meesho,Dove,Hair Care,General Product,<500,Very High / 51+,13.2,28.4,14.3,7.0,4.1,91.7,6.2,Low Risk,84.4,Monitor,Low,No action threshold triggered; continue monitoring.
P1035,Meesho,Sunsilk,Hair Care,Shampoo,<500,High / 16-50,11.1,28.4,14.8,6.4,3.1,94.2,6.2,Low Risk,86.2,Monitor,Low,No action threshold triggered; continue monitoring.
P1251,Meesho,Watsons,Oral Care,Floss Picks,<500,Out of Stock / 0,10.9,31.6,14.9,4.7,3.6,96.8,6.2,Low Risk,87.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0427,Meesho,Kaowmanee,Skin Care,General Product,<500,Out of Stock / 0,10.2,29.0,15.1,2.8,4.3,97.0,6.2,Low Risk,88.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0573,Flipkart,Pantene,Hair Care,Shampoo,500-999,Very Low / 1-2,41.9,40.2,15.1,3.8,3.4,91.9,6.1,Low Risk,86.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0781,Flipkart,Senka,Skin Care,Face Cleanser,500-999,Out of Stock / 0,41.7,40.4,14.8,4.7,4.3,90.2,6.1,Low Risk,84.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0562,Flipkart,Oral-B,Oral Care,Toothpaste,500-999,Out of Stock / 0,40.0,38.2,15.2,2.6,3.8,92.3,6.1,Low Risk,86.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0543,Flipkart,Ora2,Oral Care,Toothpaste,500-999,Out of Stock / 0,38.9,37.3,15.2,3.6,3.8,92.0,6.1,Low Risk,86.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0594,Flipkart,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,38.0,36.5,15.1,2.3,4.2,93.2,6.1,Low Risk,87.3,Monitor,Low,No action threshold triggered; continue monitoring.
P1075,Flipkart,Tresemme,Hair Care,Shampoo,500-999,Very Low / 1-2,37.9,36.5,14.9,2.6,4.6,91.9,6.1,Low Risk,86.7,Monitor,Low,No action threshold triggered; continue monitoring.
P1146,Flipkart,Vaseline,Body Care,General Product,500-999,Out of Stock / 0,37.7,36.3,15.0,2.3,4.2,93.5,6.1,Low Risk,87.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0795,Flipkart,Senka,Skin Care,Face Cleanser,500-999,Out of Stock / 0,37.6,36.1,15.1,3.8,3.8,91.8,6.1,Low Risk,86.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0783,Flipkart,Senka,Skin Care,Face Cleanser,500-999,Out of Stock / 0,37.4,36.1,15.0,2.2,4.3,93.1,6.1,Low Risk,87.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0777,Flipkart,Senka,Skin Care,Face Cleanser,500-999,Low / 3-5,36.6,35.5,15.2,2.8,3.7,92.0,6.1,Low Risk,86.1,Monitor,Low,No action threshold triggered; continue monitoring.
P1085,Flipkart,Tresemme,Hair Care,Hair Conditioner & Treatment,500-999,Medium / 6-15,35.5,36.3,15.0,3.2,4.0,92.8,6.1,Low Risk,86.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0758,Meesho,Sasi,Lip,Sunscreen,<500,Very Low / 1-2,16.6,33.7,14.4,4.7,4.1,93.9,6.1,Low Risk,86.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0476,Meesho,Listerine,Oral Care,Mouthwash,500-999,Out of Stock / 0,15.6,29.2,14.2,7.1,4.0,90.6,6.1,Low Risk,83.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0598,Meesho,Pantene,Hair Care,General Product,<500,Out of Stock / 0,13.4,27.3,14.7,5.9,4.1,92.1,6.1,Low Risk,85.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0706,Meesho,Protex,Body Care,General Product,<500,Out of Stock / 0,12.4,28.0,14.3,4.0,4.2,94.3,6.1,Low Risk,85.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0690,Meesho,Protex,Body Care,General Product,<500,Very Low / 1-2,12.1,30.6,15.2,4.0,3.7,95.9,6.1,Low Risk,89.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0705,Meesho,Protex,Body Care,General Product,<500,Very Low / 1-2,12.0,26.9,14.6,6.5,3.6,93.1,6.1,Low Risk,85.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0868,Meesho,SHIVAMAX,Home & Kitchen,General Product,<500,Medium / 6-15,11.6,27.8,14.3,4.4,5.0,94.9,6.1,Low Risk,87.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0233,Meesho,Counterpain,Health & Wellness,Pain Relief,<500,Out of Stock / 0,11.6,26.3,14.5,2.8,4.1,95.3,6.1,Low Risk,87.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0720,Meesho,Protex,Body Care,General Product,<500,Very Low / 1-2,11.5,29.2,14.4,4.8,4.1,94.2,6.1,Low Risk,86.5,Monitor,Low,No action threshold triggered; continue monitoring.
P1164,Meesho,Wangprom,Health & Wellness,Herbal Inhaler,<500,Out of Stock / 0,10.6,26.9,14.6,6.0,3.7,94.3,6.1,Low Risk,88.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1218,Meesho,Watsons,Oral Care,Floss Picks,<500,Low / 3-5,10.3,29.8,14.4,7.2,4.5,94.5,6.1,Low Risk,87.4,Monitor,Low,No action threshold triggered; continue monitoring.
P1200,Meesho,Watsons,Oral Care,Dental Floss,<500,Low / 3-5,9.2,26.7,14.7,4.1,3.8,96.0,6.1,Low Risk,87.1,Monitor,Low,No action threshold triggered; continue monitoring.
P1071,Meesho,Tiger Balm,Health & Wellness,Herbal Inhaler,<500,High / 16-50,8.4,24.3,14.8,4.3,3.7,97.5,6.1,Low Risk,88.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0548,Flipkart,Oral-B,Oral Care,Toothpaste,500-999,Medium / 6-15,40.8,41.4,15.0,3.0,4.4,92.1,6.0,Low Risk,87.1,Monitor,Low,No action threshold triggered; continue monitoring.
P1048,Flipkart,Sunsilk,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,39.1,38.0,15.2,2.6,3.5,93.1,6.0,Low Risk,88.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0602,Flipkart,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,37.3,35.7,15.1,2.9,3.8,92.4,6.0,Low Risk,86.8,Monitor,Low,No action threshold triggered; continue monitoring.
P1237,Flipkart,Watsons,Oral Care,Interdental Brush,500-999,Out of Stock / 0,36.6,38.8,15.1,1.8,3.9,93.9,6.0,Low Risk,88.3,Monitor,Low,No action threshold triggered; continue monitoring.
P1067,Flipkart,Tiger Balm,Health & Wellness,Pain Relief,500-999,Medium / 6-15,36.5,39.0,14.9,1.2,4.2,93.3,6.0,Low Risk,87.7,Monitor,Low,No action threshold triggered; continue monitoring.
P1042,Flipkart,Sunsilk,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,36.5,35.1,14.9,1.4,3.9,94.9,6.0,Low Risk,88.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0041,Meesho,Axe,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,28.9,29.2,13.6,9.5,4.1,88.4,6.0,Low Risk,82.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0246,Flipkart,Dove,Body Care,Deodorant & Body Spray,500-999,Medium / 6-15,27.8,35.1,15.2,1.4,3.9,95.1,6.0,Low Risk,89.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1157,Meesho,Vaseline,Skin Care,Face Cleanser,500-999,Out of Stock / 0,27.6,29.6,13.6,8.8,4.3,89.0,6.0,Low Risk,83.2,Monitor,Low,No action threshold triggered; continue monitoring.
P1067,Meesho,Tiger Balm,Health & Wellness,Pain Relief,500-999,Medium / 6-15,25.9,29.2,13.6,6.1,4.1,91.5,6.0,Low Risk,83.9,Monitor,Low,No action threshold triggered; continue monitoring.
P1075,Meesho,Tresemme,Hair Care,Shampoo,500-999,Very Low / 1-2,25.9,26.3,13.5,7.0,3.8,90.7,6.0,Low Risk,83.6,Monitor,Low,No action threshold triggered; continue monitoring.
P1069,Meesho,Tiger Balm,Health & Wellness,Pain Relief,500-999,Medium / 6-15,25.3,28.4,13.8,6.8,3.6,91.1,6.0,Low Risk,84.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0543,Meesho,Ora2,Oral Care,Toothpaste,500-999,Out of Stock / 0,25.3,25.9,13.9,7.9,3.9,88.8,6.0,Low Risk,83.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0528,Meesho,NEXCARE,Skin Care,General Product,500-999,Out of Stock / 0,22.6,30.6,13.9,5.1,3.8,93.9,6.0,Low Risk,85.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0944,Meesho,SHIVAMAX,Health & Wellness,Herbal Inhaler,<500,Out of Stock / 0,17.1,34.5,14.5,7.7,3.8,91.9,6.0,Low Risk,85.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0557,Meesho,Oral-B,Oral Care,Dental Floss,<500,High / 16-50,14.6,31.2,14.7,4.5,3.7,94.2,6.0,Low Risk,87.9,Monitor,Low,No action threshold triggered; continue monitoring.
P1003,Meesho,Snake Brand,Body Care,General Product,<500,Out of Stock / 0,14.2,32.0,14.5,3.9,3.7,95.5,6.0,Low Risk,89.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0890,Meesho,SHIVAMAX,Health & Wellness,Herbal Inhaler,<500,Medium / 6-15,14.2,29.0,14.0,3.9,4.6,94.6,6.0,Low Risk,87.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0555,Meesho,Oral-B,Oral Care,Dental Floss,<500,Medium / 6-15,13.8,28.0,14.2,4.7,4.4,93.6,6.0,Low Risk,86.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0931,Meesho,SHIVAMAX,Electronics & Travel Accessories,General Product,<500,Out of Stock / 0,13.1,22.2,14.1,3.9,4.3,93.9,6.0,Low Risk,86.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0170,Meesho,Colgate,Oral Care,Toothpaste,<500,Low / 3-5,12.8,25.9,14.2,5.7,4.2,94.4,6.0,Low Risk,86.1,Monitor,Low,No action threshold triggered; continue monitoring.
P1041,Meesho,Sunsilk,Hair Care,Shampoo,<500,Out of Stock / 0,12.2,31.0,14.3,6.0,3.4,93.8,6.0,Low Risk,86.3,Monitor,Low,No action threshold triggered; continue monitoring.
P1052,Meesho,Sunsilk,Hair Care,Shampoo,<500,Out of Stock / 0,11.2,28.4,14.4,3.7,4.2,95.4,6.0,Low Risk,87.2,Monitor,Low,No action threshold triggered; continue monitoring.
P1070,Meesho,Tiger Balm,Health & Wellness,Herbal Inhaler,<500,Medium / 6-15,9.4,27.1,14.6,4.0,4.1,97.4,6.0,Low Risk,88.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0342,Meesho,Fino,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,31.5,31.8,13.6,8.1,3.5,91.3,5.9,Low Risk,83.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0562,Meesho,Oral-B,Oral Care,Toothpaste,500-999,Out of Stock / 0,26.9,27.6,13.5,6.8,3.9,89.6,5.9,Low Risk,84.4,Monitor,Low,No action threshold triggered; continue monitoring.
P1131,Meesho,Vaseline,Skin Care,Sunscreen,500-999,Out of Stock / 0,25.2,25.7,13.4,7.6,4.5,89.6,5.9,Low Risk,84.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0488,Meesho,Listerine,Oral Care,Mouthwash,500-999,Out of Stock / 0,24.5,24.7,13.6,6.3,4.1,91.0,5.9,Low Risk,84.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0547,Meesho,Oral-B,Oral Care,Dental Floss,500-999,Low / 3-5,21.5,21.8,13.4,7.4,3.3,90.3,5.9,Low Risk,83.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0747,Meesho,Rexona,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,21.4,26.9,13.6,7.1,3.9,91.4,5.9,Low Risk,85.1,Monitor,Low,No action threshold triggered; continue monitoring.
P1107,Meesho,Vaseline,Body Care,General Product,500-999,Very Low / 1-2,20.8,30.2,13.7,6.4,4.2,90.4,5.9,Low Risk,84.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0595,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,<500,Out of Stock / 0,17.8,35.9,14.0,2.9,4.7,95.8,5.9,Low Risk,88.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0039,Meesho,Axe,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,16.7,25.5,14.1,4.2,3.7,94.8,5.9,Low Risk,87.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0531,Meesho,NEXCARE,Skin Care,General Product,<500,Medium / 6-15,15.4,31.2,13.8,5.2,4.7,93.7,5.9,Low Risk,87.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0763,Meesho,Sasi,Lip,Lip Care,<500,Medium / 6-15,13.3,27.1,14.2,4.3,3.4,95.4,5.9,Low Risk,88.1,Monitor,Low,No action threshold triggered; continue monitoring.
P1099,Meesho,Tros,Body Care,Deodorant & Body Spray,<500,Out of Stock / 0,12.6,25.5,13.7,3.3,4.5,95.7,5.9,Low Risk,87.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0270,Meesho,Dove,Hair Care,Hair Oil & Serum,<500,Very High / 51+,12.2,24.7,14.0,2.8,4.3,94.1,5.9,Low Risk,86.7,Monitor,Low,No action threshold triggered; continue monitoring.
P1032,Meesho,Sunsilk,Hair Care,Shampoo,<500,High / 16-50,11.1,28.2,14.3,3.5,3.4,97.9,5.9,Low Risk,87.8,Monitor,Low,No action threshold triggered; continue monitoring.
P1026,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,<500,Low / 3-5,10.5,27.3,14.4,2.9,3.9,98.4,5.9,Low Risk,89.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0679,Meesho,Poy Sian,Health & Wellness,Herbal Inhaler,<500,Medium / 6-15,10.4,26.3,14.4,3.7,4.1,95.3,5.9,Low Risk,89.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0915,JioMart,SHIVAMAX,Health & Wellness,Herbal Inhaler,<500,Medium / 6-15,6.8,22.2,13.6,5.0,3.7,97.3,5.9,Low Risk,86.8,Monitor,Low,No action threshold triggered; continue monitoring.
P1070,JioMart,Tiger Balm,Health & Wellness,Herbal Inhaler,<500,Medium / 6-15,6.3,17.6,13.9,5.6,4.4,95.0,5.9,Low Risk,87.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1042,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,33.0,33.5,13.3,5.2,3.9,92.6,5.8,Low Risk,85.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0813,Meesho,Sensodyne,Oral Care,Toothpaste,500-999,Out of Stock / 0,30.3,30.8,13.3,8.1,4.0,89.2,5.8,Low Risk,83.9,Monitor,Low,No action threshold triggered; continue monitoring.
P1121,Meesho,Vaseline,Body Care,Body Wash,500-999,Very Low / 1-2,27.2,27.8,13.5,5.8,4.0,91.4,5.8,Low Risk,84.9,Monitor,Low,No action threshold triggered; continue monitoring.
P1109,Meesho,Vaseline,Body Care,Body Wash,500-999,Very Low / 1-2,25.3,25.7,13.6,7.5,3.9,90.6,5.8,Low Risk,86.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0565,Meesho,Pair,Skin Care,General Product,500-999,Out of Stock / 0,24.7,26.3,13.5,7.0,4.5,89.1,5.8,Low Risk,84.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0797,Meesho,Sensodyne,Oral Care,Toothpaste,500-999,Low / 3-5,24.1,24.5,13.4,5.4,4.1,92.4,5.8,Low Risk,84.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0263,Meesho,Dove,Hair Care,Hair Conditioner & Treatment,500-999,Medium / 6-15,22.3,22.7,13.4,7.0,3.9,91.7,5.8,Low Risk,85.1,Monitor,Low,No action threshold triggered; continue monitoring.
P1185,Meesho,Watsons,Oral Care,Floss Picks,<500,Low / 3-5,16.8,32.4,14.1,2.7,3.9,96.8,5.8,Low Risk,88.8,Monitor,Low,No action threshold triggered; continue monitoring.
P1190,Meesho,Watsons,Oral Care,Dental Floss,<500,Low / 3-5,16.7,32.4,13.9,5.9,3.1,94.7,5.8,Low Risk,87.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0024,Meesho,AR,Skin Care,General Product,<500,Out of Stock / 0,16.2,32.9,14.1,3.2,4.2,95.7,5.8,Low Risk,89.6,Monitor,Low,No action threshold triggered; continue monitoring.
P1196,Meesho,Watsons,Oral Care,Floss Picks,<500,Very Low / 1-2,14.1,27.1,13.8,2.3,4.8,96.3,5.8,Low Risk,88.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0475,Meesho,Listerine,Oral Care,Mouthwash,<500,Low / 3-5,13.1,33.1,14.2,4.7,3.7,95.6,5.8,Low Risk,88.9,Monitor,Low,No action threshold triggered; continue monitoring.
P1254,Meesho,Watsons,Oral Care,Dental Floss,<500,Out of Stock / 0,12.5,25.3,14.3,1.8,3.9,98.1,5.8,Low Risk,90.7,Monitor,Low,No action threshold triggered; continue monitoring.
P1038,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,<500,Out of Stock / 0,11.5,29.4,13.8,5.1,4.1,96.9,5.8,Low Risk,88.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0770,Meesho,Sasi,Skin Care,General Product,<500,Medium / 6-15,10.6,23.9,14.3,6.4,3.6,94.1,5.8,Low Risk,88.7,Monitor,Low,No action threshold triggered; continue monitoring.
P1164,JioMart,Wangprom,Health & Wellness,Herbal Inhaler,<500,Out of Stock / 0,8.2,20.2,12.5,10.6,4.0,92.0,5.8,Low Risk,84.3,Monitor,Low,No action threshold triggered; continue monitoring.
P1041,JioMart,Sunsilk,Hair Care,Shampoo,<500,Out of Stock / 0,7.5,18.6,12.8,7.9,4.1,94.3,5.8,Low Risk,84.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0927,JioMart,SHIVAMAX,Home & Kitchen,Adhesive Hooks,<500,Medium / 6-15,4.2,16.7,13.5,8.9,4.3,95.3,5.8,Low Risk,87.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0022,Meesho,Ambi Pur,Home & Kitchen,Air Freshener,500-999,Low / 3-5,31.4,31.8,13.2,6.2,4.0,92.5,5.7,Low Risk,85.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0252,Meesho,Dove,Hair Care,Hair Conditioner & Treatment,500-999,Low / 3-5,30.7,31.2,13.4,5.6,3.7,91.5,5.7,Low Risk,85.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0783,Meesho,Senka,Skin Care,Face Cleanser,500-999,Out of Stock / 0,30.5,30.8,13.6,5.2,3.9,92.6,5.7,Low Risk,87.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0566,Meesho,Pantene,Hair Care,Shampoo,500-999,Very Low / 1-2,30.4,32.4,13.2,5.3,4.0,92.8,5.7,Low Risk,85.7,Monitor,Low,No action threshold triggered; continue monitoring.
