public_product_id,marketplace,brand_group,category_group,product_group,inventory_band,units_index,sales_index,margin_risk_band,revenue_quality_band,restock_priority,recommended_action,action_priority,action_reason
P0566,Meesho,Pantene,Hair Care,Shampoo,Very Low / 1-2,32.4,30.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1185,Meesho,Watsons,Oral Care,Floss Picks,Low / 3-5,32.4,16.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1190,Meesho,Watsons,Oral Care,Dental Floss,Low / 3-5,32.4,16.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0679,Flipkart,Poy Sian,Health & Wellness,Herbal Inhaler,Medium / 6-15,32.4,13.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0034,Meesho,Axe,Body Care,Deodorant & Body Spray,Very Low / 1-2,32.2,22.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0758,Flipkart,Sasi,Lip,Sunscreen,Very Low / 1-2,32.2,16.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0427,Flipkart,Kaowmanee,Skin Care,General Product,Out of Stock / 0,32.2,12.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1003,Meesho,Snake Brand,Body Care,General Product,Out of Stock / 0,32.0,14.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1029,Meesho,Sunsilk,Hair Care,Shampoo,High / 16-50,32.0,12.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0342,Meesho,Fino,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,31.8,31.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0022,Meesho,Ambi Pur,Home & Kitchen,Air Freshener,Low / 3-5,31.8,31.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0279,Meesho,Dove,Body Care,General Product,Out of Stock / 0,31.8,31.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0218,Meesho,Colgate,Oral Care,Toothpaste,Out of Stock / 0,31.8,26.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0590,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,31.6,31.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0175,Meesho,Colgate,Oral Care,Toothpaste,Medium / 6-15,31.6,24.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1249,Meesho,Watsons,Oral Care,Floss Picks,Out of Stock / 0,31.6,10.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1251,Meesho,Watsons,Oral Care,Floss Picks,Out of Stock / 0,31.6,10.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0252,Meesho,Dove,Hair Care,Hair Conditioner & Treatment,Low / 3-5,31.2,30.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0531,Meesho,NEXCARE,Skin Care,General Product,Medium / 6-15,31.2,15.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0557,Meesho,Oral-B,Oral Care,Dental Floss,High / 16-50,31.2,14.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0253,Meesho,Dove,Hair Care,General Product,Out of Stock / 0,31.0,15.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1041,Meesho,Sunsilk,Hair Care,Shampoo,Out of Stock / 0,31.0,12.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0783,Meesho,Senka,Skin Care,Face Cleanser,Out of Stock / 0,30.8,30.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0594,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,30.8,30.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0581,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,Very Low / 1-2,30.8,30.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0813,Meesho,Sensodyne,Oral Care,Toothpaste,Out of Stock / 0,30.8,30.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1043,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,30.8,29.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0529,Meesho,NEXCARE,Skin Care,General Product,Medium / 6-15,30.6,30.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0528,Meesho,NEXCARE,Skin Care,General Product,Out of Stock / 0,30.6,22.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1100,Flipkart,Tros,Body Care,Deodorant & Body Spray,Very Low / 1-2,30.6,15.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0690,Meesho,Protex,Body Care,General Product,Very Low / 1-2,30.6,12.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0777,Meesho,Senka,Skin Care,Face Cleanser,Low / 3-5,30.4,30.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0225,Meesho,Colgate,Oral Care,Toothpaste,Out of Stock / 0,30.4,14.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0536,Meesho,NOVOLIFE,Health & Wellness,Herbal Inhaler,Very Low / 1-2,30.4,9.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0554,Meesho,Oral-B,Oral Care,Dental Floss,Low / 3-5,30.2,29.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0617,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,30.2,29.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0230,Meesho,Counterpain,Health & Wellness,Pain Relief,Out of Stock / 0,30.2,29.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1107,Meesho,Vaseline,Body Care,General Product,Very Low / 1-2,30.2,20.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1176,Flipkart,Wangprom,Health & Wellness,General Product,Out of Stock / 0,30.2,20.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1085,Meesho,Tresemme,Hair Care,Hair Conditioner & Treatment,Medium / 6-15,30.0,28.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1248,Meesho,Watsons,Skin Care,Lip Care,Out of Stock / 0,30.0,14.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0308,Meesho,Dove,Hair Care,General Product,Out of Stock / 0,30.0,14.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0548,Meesho,Oral-B,Oral Care,Toothpaste,Medium / 6-15,29.8,27.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0257,Meesho,Dove,Hair Care,General Product,Low / 3-5,29.8,13.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1218,Meesho,Watsons,Oral Care,Floss Picks,Low / 3-5,29.8,10.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1157,Meesho,Vaseline,Skin Care,Face Cleanser,Out of Stock / 0,29.6,27.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0343,Meesho,Fino,Hair Care,Hair Oil & Serum,Out of Stock / 0,29.6,27.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0235,Meesho,Counterpain,Health & Wellness,Pain Relief,Low / 3-5,29.6,26.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0922,Meesho,SHIVAMAX,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,29.4,28.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1033,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,29.4,14.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1039,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,29.4,13.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1038,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,29.4,11.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0041,Meesho,Axe,Body Care,Deodorant & Body Spray,Out of Stock / 0,29.2,28.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1080,Meesho,Tresemme,Hair Care,Hair Conditioner & Treatment,Medium / 6-15,29.2,28.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1067,Meesho,Tiger Balm,Health & Wellness,Pain Relief,Medium / 6-15,29.2,25.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0476,Meesho,Listerine,Oral Care,Mouthwash,Out of Stock / 0,29.2,15.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0720,Meesho,Protex,Body Care,General Product,Very Low / 1-2,29.2,11.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0264,Meesho,Dove,Body Care,Deodorant & Body Spray,High / 16-50,29.0,22.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0890,Meesho,SHIVAMAX,Health & Wellness,Herbal Inhaler,Medium / 6-15,29.0,14.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0427,Meesho,Kaowmanee,Skin Care,General Product,Out of Stock / 0,29.0,10.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0781,Meesho,Senka,Skin Care,Face Cleanser,Out of Stock / 0,28.8,28.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1100,Meesho,Tros,Body Care,Deodorant & Body Spray,Very Low / 1-2,28.8,14.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1120,Meesho,Vaseline,Skin Care,Body Scrub,Very Low / 1-2,28.6,22.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0082,Meesho,Biore,Skin Care,Sunscreen,Very High / 51+,28.6,21.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0840,Meesho,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Out of Stock / 0,28.6,14.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0610,Meesho,Pantene,Hair Care,Hair Oil & Serum,Out of Stock / 0,28.4,28.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0906,Meesho,SHIVAMAX,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,28.4,27.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0168,Meesho,Colgate,Oral Care,Toothpaste,Low / 3-5,28.4,27.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1069,Meesho,Tiger Balm,Health & Wellness,Pain Relief,Medium / 6-15,28.4,25.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0271,Meesho,Dove,Hair Care,General Product,Out of Stock / 0,28.4,14.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0259,Meesho,Dove,Hair Care,General Product,Very High / 51+,28.4,13.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1052,Meesho,Sunsilk,Hair Care,Shampoo,Out of Stock / 0,28.4,11.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1035,Meesho,Sunsilk,Hair Care,Shampoo,High / 16-50,28.4,11.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0437,Meesho,L'Oreal Paris,Skin Care,Face Cleanser,Very High / 51+,28.2,22.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1032,Meesho,Sunsilk,Hair Care,Shampoo,High / 16-50,28.2,11.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1072,Meesho,Tiger Balm,Health & Wellness,Herbal Inhaler,High / 16-50,28.2,9.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0156,Meesho,Colgate,Oral Care,Toothpaste,Very High / 51+,28.0,24.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0555,Meesho,Oral-B,Oral Care,Dental Floss,Medium / 6-15,28.0,13.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1112,Meesho,Vaseline,Body Care,Deodorant & Body Spray,Very Low / 1-2,28.0,13.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0706,Meesho,Protex,Body Care,General Product,Out of Stock / 0,28.0,12.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0029,Meesho,Axe,Body Care,Deodorant & Body Spray,Very Low / 1-2,27.8,27.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0586,Meesho,Pantene,Hair Care,General Product,Medium / 6-15,27.8,27.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1121,Meesho,Vaseline,Body Care,Body Wash,Very Low / 1-2,27.8,27.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1114,Meesho,Vaseline,Body Care,Deodorant & Body Spray,Low / 3-5,27.8,19.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1150,Meesho,Vaseline,Body Care,Deodorant & Body Spray,Out of Stock / 0,27.8,19.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0261,Meesho,Dove,Hair Care,General Product,Very High / 51+,27.8,13.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0868,Meesho,SHIVAMAX,Home & Kitchen,General Product,Medium / 6-15,27.8,11.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0932,Meesho,SHIVAMAX,Electronics & Travel Accessories,Travel Adapter,Very High / 51+,27.8,8.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0042,Meesho,Axe,Body Care,Deodorant & Body Spray,Out of Stock / 0,27.6,27.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0562,Meesho,Oral-B,Oral Care,Toothpaste,Out of Stock / 0,27.6,26.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0795,Meesho,Senka,Skin Care,Face Cleanser,Out of Stock / 0,27.3,27.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0598,Meesho,Pantene,Hair Care,General Product,Out of Stock / 0,27.3,13.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1026,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,Low / 3-5,27.3,10.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0917,Meesho,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Low / 3-5,27.3,8.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1237,Meesho,Watsons,Oral Care,Interdental Brush,Out of Stock / 0,27.1,24.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0534,Meesho,Nexcare,Skin Care,General Product,Low / 3-5,27.1,21.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1196,Meesho,Watsons,Oral Care,Floss Picks,Very Low / 1-2,27.1,14.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0763,Meesho,Sasi,Lip,Lip Care,Medium / 6-15,27.1,13.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1070,Meesho,Tiger Balm,Health & Wellness,Herbal Inhaler,Medium / 6-15,27.1,9.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1156,Meesho,Vaseline,Body Care,Body Lotion,Out of Stock / 0,26.9,26.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0747,Meesho,Rexona,Body Care,Deodorant & Body Spray,Out of Stock / 0,26.9,21.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0705,Meesho,Protex,Body Care,General Product,Very Low / 1-2,26.9,12.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1164,Meesho,Wangprom,Health & Wellness,Herbal Inhaler,Out of Stock / 0,26.9,10.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1146,Meesho,Vaseline,Body Care,General Product,Out of Stock / 0,26.7,26.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0260,Meesho,Dove,Hair Care,Hair Conditioner & Treatment,Low / 3-5,26.7,26.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1048,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,26.7,26.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1200,Meesho,Watsons,Oral Care,Dental Floss,Low / 3-5,26.7,9.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0609,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,26.5,26.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1162,Meesho,Vita Keratin,Hair Care,General Product,Out of Stock / 0,26.5,24.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1075,Meesho,Tresemme,Hair Care,Shampoo,Very Low / 1-2,26.3,25.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0565,Meesho,Pair,Skin Care,General Product,Out of Stock / 0,26.3,24.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0744,Meesho,Rexona,Body Care,Deodorant & Body Spray,Out of Stock / 0,26.3,20.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0262,Meesho,Dove,Hair Care,Hair Oil & Serum,Out of Stock / 0,26.3,13.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0233,Meesho,Counterpain,Health & Wellness,Pain Relief,Out of Stock / 0,26.3,11.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0679,Meesho,Poy Sian,Health & Wellness,Herbal Inhaler,Medium / 6-15,26.3,10.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1214,Meesho,Watsons,Oral Care,Floss Picks,Very Low / 1-2,26.3,9.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0927,Meesho,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Medium / 6-15,26.3,6.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1121,Website,Vaseline,Body Care,Body Wash,Very Low / 1-2,26.1,26.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0563,Meesho,Oral-B,Oral Care,Toothpaste,Out of Stock / 0,26.1,20.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0543,Meesho,Ora2,Oral Care,Toothpaste,Out of Stock / 0,25.9,25.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0178,Meesho,Colgate,Oral Care,Toothpaste,Low / 3-5,25.9,17.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1176,Meesho,Wangprom,Health & Wellness,General Product,Out of Stock / 0,25.9,16.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0170,Meesho,Colgate,Oral Care,Toothpaste,Low / 3-5,25.9,12.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1109,Meesho,Vaseline,Body Care,Body Wash,Very Low / 1-2,25.7,25.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1131,Meesho,Vaseline,Skin Care,Sunscreen,Out of Stock / 0,25.7,25.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0039,Meesho,Axe,Body Care,Deodorant & Body Spray,Out of Stock / 0,25.5,16.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1099,Meesho,Tros,Body Care,Deodorant & Body Spray,Out of Stock / 0,25.5,12.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1044,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,25.3,24.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0753,Meesho,Rexona,Body Care,Deodorant & Body Spray,Out of Stock / 0,25.3,19.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1254,Meesho,Watsons,Oral Care,Dental Floss,Out of Stock / 0,25.3,12.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0889,Meesho,SHIVAMAX,Health & Wellness,Herbal Inhaler,Very High / 51+,25.3,7.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1114,Website,Vaseline,Body Care,Deodorant & Body Spray,Low / 3-5,25.1,17.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1156,Website,Vaseline,Body Care,Body Lotion,Out of Stock / 0,24.9,25.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1146,Website,Vaseline,Body Care,General Product,Out of Stock / 0,24.7,25.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0488,Meesho,Listerine,Oral Care,Mouthwash,Out of Stock / 0,24.7,24.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0605,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,24.7,24.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0573,Meesho,Pantene,Hair Care,Shampoo,Very Low / 1-2,24.7,24.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0270,Meesho,Dove,Hair Care,Hair Oil & Serum,Very High / 51+,24.7,12.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0546,Meesho,Ora2,Oral Care,Toothpaste,Out of Stock / 0,24.5,24.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0797,Meesho,Sensodyne,Oral Care,Toothpaste,Low / 3-5,24.5,24.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0252,JioMart,Dove,Hair Care,Hair Conditioner & Treatment,Low / 3-5,24.3,24.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0235,JioMart,Counterpain,Health & Wellness,Pain Relief,Low / 3-5,24.3,22.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0555,JioMart,Oral-B,Oral Care,Dental Floss,Medium / 6-15,24.3,12.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1003,Website,Snake Brand,Body Care,General Product,Out of Stock / 0,24.3,11.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1071,Meesho,Tiger Balm,Health & Wellness,Herbal Inhaler,High / 16-50,24.3,8.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0581,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,Very Low / 1-2,24.1,24.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0747,JioMart,Rexona,Body Care,Deodorant & Body Spray,Out of Stock / 0,24.1,19.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0246,Meesho,Dove,Body Care,Deodorant & Body Spray,Medium / 6-15,24.1,18.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0212,Meesho,Colgate,Oral Care,Toothpaste,Out of Stock / 0,24.1,12.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0917,Website,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Low / 3-5,24.1,7.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0594,Website,Pantene,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,23.9,24.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0770,Meesho,Sasi,Skin Care,General Product,Medium / 6-15,23.9,10.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1120,Website,Vaseline,Skin Care,Body Scrub,Very Low / 1-2,23.5,19.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1105,Meesho,Vaseline,Body Care,Body Wash,Low / 3-5,23.3,23.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0598,JioMart,Pantene,Hair Care,General Product,Out of Stock / 0,23.3,11.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0783,Website,Senka,Skin Care,Face Cleanser,Out of Stock / 0,23.1,23.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0554,Website,Oral-B,Oral Care,Dental Floss,Low / 3-5,23.1,23.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0279,JioMart,Dove,Body Care,General Product,Out of Stock / 0,23.1,23.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0343,JioMart,Fino,Hair Care,Hair Oil & Serum,Out of Stock / 0,23.1,22.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0024,Website,AR,Skin Care,General Product,Out of Stock / 0,23.1,11.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1039,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,23.1,11.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
